,original,predict,last_x,direction,diff
1308,234.78,533.91766,233.64,True,0.0
1309,230.27,158.29465,221.84,False,-0.2864467759790981
1310,221.39,141.45898,223.19,True,0.0
1311,215.37,-159.37299,216.67,True,0.0
1312,216.48,-373.2233,211.05,False,-2.7684117371198322
1313,205.64,-549.3661,198.92,False,-3.7617438611863436
1314,205.8,-380.63892,208.88,True,0.0
1315,216.42,-123.59148,217.11,True,0.0
1316,209.48,-137.688,213.32,True,0.0
1317,218.22,-144.08882,212.69,False,-1.677459313607282
1318,211.59,-259.5738,204.67,False,-2.268255198631486
1319,208.02,-389.36847,193.48,False,-3.0124481560796017
1320,193.57,-301.58575,201.11,True,0.0
1321,204.11,-295.91492,199.35,False,-2.484398881325245
1322,195.22,-387.46704,182.09,False,-3.1278875337230216
1323,177.32,-319.24493,187.07,True,0.0
1324,192.34,-405.28204,174.15,False,-3.327200938599088
1325,169.3,-289.54462,175.47,True,0.0
1326,182.14,-313.93256,171.605,False,-2.829390496502688
1327,176.6,-214.61049,175.69,False,-2.2215293351448664
1328,177.66,-129.7844,181.74,True,0.0
1329,170.7,-181.6213,170.92,True,0.0
1330,170.46,-114.268936,179.91,True,0.0
1331,183.66,-40.737045,184.42,True,0.0
1332,182.3,-25.456757,183.87,True,0.0
1333,191.9,9.669159,186.93,False,-0.9482739050149956
1334,185.3,43.968323,187.1,True,0.0
1335,192.04,45.441116,191.53,False,-0.7627467428966334
1336,190.4,67.903305,184.81,False,-0.6325777552420814
1337,182.31,25.9281,181.59,False,-0.8572162531750784
1338,186.01,49.361237,185.5,False,-0.7339016896373821
1339,183.37,169.89403,190.38,True,0.0
1340,196.48,230.70685,202.14,False,-0.14132209431350184
1341,196.4,275.17166,198.0835,False,-0.38917002868463624
1342,200.57,299.11743,202.27,False,-0.478802747024398
1343,200.86,300.72177,199.92,True,0.0
1344,203.03,393.37634,207.17,False,-0.8988093969852659
1345,211.86,417.3436,208.48,True,0.0
1346,209.43,480.99255,211.78,False,-1.2711896954903084
1347,213.25,490.04095,215.96,False,-1.269128332051508
1348,215.29,532.3342,213.27,True,0.0
1349,212.74,461.49094,210.63,True,0.0
1350,204.89,436.83273,209.14,False,-1.0887096354322314
1351,210.97,428.62128,211.8,False,-1.0237076338785114
1352,210.52,418.4558,210.94,False,-0.983766997946691
1353,213.84,453.93872,216.18,False,-1.0998183028176751
1354,215.56,461.4015,217.27,False,-1.1236318371510676
1355,211.5,433.28397,216.21,False,-1.0039959579318862
1356,219.0,450.799,220.01,False,-1.0489932786258296
1357,218.91,383.82648,214.54,True,0.0
1358,212.74,352.43823,211.61,True,0.0
1359,215.22,395.2164,217.4,False,-0.8179227237648775
1360,217.66,389.70654,219.37,False,-0.776480571494507
1361,219.0,457.66028,221.75,False,-1.0638569484568772
1362,221.82,460.3495,223.55,False,-1.0592685632059382
1363,224.86,455.9863,223.5,True,0.0
1364,226.87,508.6729,227.48,False,-1.2361214726466339
1365,222.12,429.45575,222.65,False,-0.9288378599223838
1366,219.34,348.99603,218.12,True,0.0
1367,221.83,346.75098,218.77,True,0.0
1368,223.27,466.5316,226.28,False,-1.0617446778034265
1369,227.43,529.47614,227.66,False,-1.3257319478780036
1370,226.86,558.7772,229.48,False,-1.4349713337967906
1371,231.39,581.1361,231.49,False,-1.5104156049869863
1372,228.87,540.72797,228.46,True,0.0
1373,229.66,598.90405,233.44,False,-1.5655588276832377
1374,229.04,492.88632,228.51,True,0.0
1375,230.29,494.9795,229.05,True,0.0
1376,229.99,497.7585,230.43,False,-1.1601289519780273
1377,233.36,528.59845,232.4,True,0.0
1378,234.06,543.451,234.42,False,-1.3182791091610413
1379,235.63,578.1715,236.23,False,-1.4474940049488316
1380,236.69,578.4285,236.32,True,0.0
1381,235.03,550.1753,236.06,False,-1.330658701045285
1382,239.69,585.75946,239.54,True,0.0
1383,241.55,622.6647,240.66,True,0.0
1384,243.3,658.3519,245.0,False,-1.687150729432398
1385,246.22,601.92163,242.29,True,0.0
1386,234.02,501.9823,239.09,False,-1.099553723721977
1387,235.88,305.3793,232.44,True,0.0
1388,238.75,540.389,243.78,False,-1.2167075931199494
1389,242.85,557.5364,244.4,False,-1.2812454048818536
1390,243.62,582.9494,243.29,True,0.0
1391,244.28,606.2992,246.74,False,-1.4572391762014163
1392,244.24,523.4238,243.77,True,0.0
1393,246.74,605.40576,248.39,False,-1.4373193837060672
1394,248.84,562.29065,247.99,True,0.0
1395,243.71,486.9696,243.91,False,-0.9965134864998872
1396,246.03,493.2497,245.75,True,0.0
1397,240.22,344.5607,239.98,True,0.0
1398,242.84,364.3318,242.77,True,0.0
1399,247.6,511.6211,247.66,False,-1.0658204544536867
1400,250.49,647.9648,252.97,False,-1.5614293501792456
1401,252.19,732.31714,255.46,False,-1.8666606853201086
1402,258.39,753.3394,258.1,True,0.0
1403,256.61,726.53827,258.0,False,-1.816039802492127
1404,259.99,757.3207,261.89,False,-1.8917510355910403
1405,262.18,735.44006,262.0,True,0.0
1406,263.97,804.17584,266.87,False,-2.0133617202576395
1407,258.54,579.7098,256.07,True,0.0
1408,260.37,638.85205,261.68,False,-1.441348405614682
1409,260.9,546.12964,257.97,True,0.0
1410,259.12,552.0794,259.71,False,-1.1257533662095465
1411,259.42,536.53723,260.12,False,-1.062652742754546
1412,266.78,691.44635,268.41,False,-1.5760826723954255
1413,264.0,601.85645,264.46,False,-1.2757938641476974
1414,264.93,575.25574,264.55,True,0.0
1415,258.01,329.6833,254.12,True,0.0
1416,255.56,355.3549,257.36,False,-0.38076969581914677
1417,260.12,350.49118,259.33,True,0.0
1418,256.81,344.07578,258.33,False,-0.33192341248203616
1419,259.77,300.81668,257.78,True,0.0
1420,261.13,509.2795,265.83,False,-0.9158090151527175
1421,265.79,555.7269,268.05,False,-1.0732211479609681
1422,269.38,652.4189,268.74,True,0.0
1423,270.38,623.92737,270.83,False,-1.3037601748848449
1424,271.05,616.57007,270.78,True,0.0
1425,274.64,692.9724,274.04,True,0.0
1426,271.47,651.8701,271.74,False,-1.3988743548520644
1427,270.31,563.9076,269.1,True,0.0
1428,265.19,483.4029,267.37,False,-0.8079922693885112
1429,271.86,633.8847,272.64,False,-1.324987912961575
1430,272.48,665.0051,273.01,False,-1.4358269915135893
1431,272.16,685.52466,273.91,False,-1.5027368778179875
1432,275.32,727.7628,276.41,False,-1.632910594344678
1433,277.97,754.7633,277.93,True,0.0
1434,276.1,657.3938,275.3,True,0.0
