,original,predict,last_x,direction,diff,,,,
2093,105.8,105.770515,105.84,TRUE,0.000%,0.029485,0.03%,,
2094,106.64,106.03328,106.59,FALSE,-0.522%,0.60672,0.57%,,
2095,107.31,106.526085,107.27,FALSE,-0.693%,0.783915,0.73%,,
2096,107.75,107.14576,107.83,TRUE,0.000%,0.60424,0.56%,,
2097,107.48,107.34197,107.37,FALSE,-0.026%,0.13803,0.13%,,
2098,107.17,107.24168,107.45,TRUE,0.000%,-0.07168,-0.07%,,
2099,107.84,107.1793,107.55,FALSE,-0.345%,0.6607,0.61%,,
2100,107.69,106.98938,106.66,TRUE,0.000%,0.70062,0.66%,,
2101,106.01,106.60684,106.54,FALSE,-0.063%,-0.59684,-0.56%,,
2102,107.6,106.9756,108.22,TRUE,0.000%,0.6244,0.58%,,
2103,108.06,107.28336,108.34,TRUE,0.000%,0.77664,0.72%,,
2104,108.65,107.40174,108.28,FALSE,-0.811%,1.24826,1.15%,,
2105,109.06,108.64912,110.21,TRUE,0.000%,0.41088,0.37%,,
2106,110.54,109.344284,110.95,TRUE,0.000%,1.195716,1.08%,,
2107,110.26,109.67756,110.34,TRUE,0.000%,0.58244,0.53%,,
2108,110.04,109.12601,109.43,FALSE,-0.278%,0.91399,0.84%,,
2109,109.35,108.953064,108.73,TRUE,0.000%,0.396936,0.37%,,
2110,107.63,108.33002,108.05,FALSE,-0.259%,-0.70002,-0.65%,,
2111,109.05,108.4166,109.4,TRUE,0.000%,0.6334,0.58%,,
2112,109.23,108.55913,108.8,FALSE,-0.221%,0.67087,0.62%,,
2113,107.45,108.06202,107.64,FALSE,-0.392%,-0.61202,-0.57%,,
2114,106.71,106.43516,106.68,FALSE,-0.230%,0.27484,0.26%,,
2115,107.35,107.32523,108.46,TRUE,0.000%,0.02477,0.02%,,
2116,108.69,107.70617,108.76,TRUE,0.000%,0.98383,0.90%,,
2117,108.27,107.423355,107.63,FALSE,-0.192%,0.846645,0.79%,,
2118,107.78,107.717384,108.25,TRUE,0.000%,0.062616,0.06%,,
2119,108,107.87178,108.88,TRUE,0.000%,0.12822,0.12%,,
2120,109.58,108.759415,109.86,TRUE,0.000%,0.820585,0.75%,,
2121,109.58,108.83595,109.4,FALSE,-0.516%,0.74405,0.68%,,
2122,110.06,108.91572,110.18,TRUE,0.000%,1.14428,1.04%,,
2123,109.94,109.270004,110.02,TRUE,0.000%,0.669996,0.61%,,
2124,110.01,109.32615,109.82,FALSE,-0.450%,0.68385,0.62%,,
2125,110.58,109.7855,110.45,FALSE,-0.602%,0.7945,0.72%,,
2126,110.47,109.55557,110.23,FALSE,-0.612%,0.91443,0.83%,,
2127,109.2,109.341286,109.53,TRUE,0.000%,-0.141286,-0.13%,,
2128,110.96,109.642624,110.75,FALSE,-1.000%,1.317376,1.19%,,
2129,110.71,110.11946,110.64,FALSE,-0.470%,0.59054,0.53%,,
2130,110.05,109.94743,110.64,TRUE,0.000%,0.10257,0.09%,,
2131,110.42,109.15817,110.01,FALSE,-0.774%,1.26183,1.15%,,
2132,110.07,109.8265,110.57,TRUE,0.000%,0.2435,0.22%,,
2133,110.4,109.37235,109.78,FALSE,-0.371%,1.02765,0.94%,,
2134,109.56,109.05782,109.43,FALSE,-0.340%,0.50218,0.46%,,
2135,109.3,109.26266,109.25,TRUE,0.000%,0.03734,0.03%,,
2136,108.19,108.62128,107.93,TRUE,0.000%,-0.43128,-0.40%,,
2137,108.01,108.42569,108.38,FALSE,-0.042%,-0.41569,-0.38%,,
2138,109.49,108.949036,109.86,TRUE,0.000%,0.540964,0.49%,,
2139,109.65,108.2429,109.07,FALSE,-0.758%,1.4071,1.29%,,
2140,108.75,108.33662,107.94,TRUE,0.000%,0.41338,0.38%,,
2141,108.21,108.50578,108.1,TRUE,0.000%,-0.29578,-0.27%,,
2142,108.8,108.24211,108.98,TRUE,0.000%,0.55789,0.51%,,
2143,109.1,108.69013,109.5,TRUE,0.000%,0.40987,0.37%,,
2144,110.69,109.33783,110.49,FALSE,-1.043%,1.35217,1.22%,,
2145,109.89,110.07316,110.7,TRUE,0.000%,-0.18316,-0.17%,,
2146,110.7,109.91766,110.82,TRUE,0.000%,0.78234,0.71%,,
2147,110.79,110.18408,110.66,FALSE,-0.430%,0.60592,0.55%,,
2148,110.22,110.03392,110.65,TRUE,0.000%,0.18608,0.17%,,
2149,110,109.79937,109.98,FALSE,-0.164%,0.20063,0.18%,,
2150,109.27,108.46613,108.06,TRUE,0.000%,0.80387,0.74%,,
2151,106.69,108.19487,107.49,FALSE,-0.656%,-1.50487,-1.40%,,
2152,107.07,107.60353,108.13,TRUE,0.000%,-0.53353,-0.49%,,
2153,107.92,107.554886,108.23,TRUE,0.000%,0.365114,0.34%,,
2154,107.95,107.449554,107.27,TRUE,0.000%,0.500446,0.47%,,
2155,107.7,107.51488,107.82,TRUE,0.000%,0.18512,0.17%,,
2156,107.97,107.02328,107.2,FALSE,-0.165%,0.94672,0.88%,,
2157,106.09,107.88905,107.5,FALSE,-0.362%,-1.79905,-1.67%,,
2158,106.03,107.0734,107.44,TRUE,0.000%,-1.0434,-0.97%,,
2159,107.65,107.45068,108.58,TRUE,0.000%,0.19932,0.18%,,
2160,109.54,108.49025,109.69,TRUE,0.000%,1.04975,0.96%,,
2161,110.26,109.31213,110.47,TRUE,0.000%,0.94787,0.86%,,
2162,110.38,110.36775,111.29,TRUE,0.000%,0.01225,0.01%,,
2163,111.94,111.53651,112.84,TRUE,0.000%,0.40349,0.36%,,
2164,113.59,112.20291,113.83,TRUE,0.000%,1.38709,1.22%,,
2165,113.98,112.915825,114.02,TRUE,0.000%,1.064175,0.93%,,
2166,113.91,112.18864,112.17,TRUE,0.000%,1.72136,1.53%,,
2167,112.62,112.63255,112.73,TRUE,0.000%,-0.01255,-0.01%,,
2168,112.2,112.33118,112.8,TRUE,0.000%,-0.13118,-0.12%,,
2169,111.1,110.75564,110.47,TRUE,0.000%,0.34436,0.31%,,
2170,110.18,110.40929,110.67,TRUE,0.000%,-0.22929,-0.21%,,
2171,111.13,110.33081,111.37,TRUE,0.000%,0.79919,0.72%,,
2172,111.55,110.34249,111.29,FALSE,-0.851%,1.20751,1.09%,,
2173,112.08,111.57897,112.43,TRUE,0.000%,0.50103,0.45%,,
2174,111.95,111.61575,111.97,TRUE,0.000%,0.33425,0.30%,,
2175,111.6,111.58812,111.55,TRUE,0.000%,0.01188,0.01%,,
2176,111.39,111.88909,112.01,TRUE,0.000%,-0.49909,-0.45%,,
2177,112.25,111.806,112.35,TRUE,0.000%,0.444,0.40%,,
2178,110.45,110.98734,110.18,TRUE,0.000%,-0.53734,-0.49%,,
2179,110.31,110.703026,111.01,TRUE,0.000%,-0.393026,-0.35%,,
2180,111.57,110.28519,110.98,FALSE,-0.626%,1.28481,1.16%,,
2181,110.14,109.801796,109.38,TRUE,0.000%,0.338204,0.31%,,
2182,110.52,109.99515,110.63,TRUE,0.000%,0.52485,0.47%,,
2183,110.34,109.96749,110.08,FALSE,-0.102%,0.37251,0.34%,,
2184,110.51,110.26499,110.24,TRUE,0.000%,0.24501,0.22%,,
2185,111.43,110.76034,111.275,FALSE,-0.463%,0.66966,0.60%,,
2186,110.86,110.61923,110.52,TRUE,0.000%,0.24077,0.22%,,
2187,110.13,109.69404,109.11,TRUE,0.000%,0.43596,0.40%,,
2188,107.08,107.31703,105.57,TRUE,0.000%,-0.23703,-0.22%,,
2189,102.4,101.32877,94.23,TRUE,0.000%,1.07123,1.14%,,
2190,98.46,103.52073,102.07,FALSE,-1.421%,-5.06073,-4.96%,,
2191,98.09,101.022194,100.96,FALSE,-0.062%,-2.932194,-2.90%,,
2192,103.03,102.14124,104.52,TRUE,0.000%,0.88876,0.85%,,
2193,105.64,103.15461,105.08,FALSE,-1.832%,2.48539,2.37%,,
2194,105.62,104.06236,105.03,FALSE,-0.921%,1.55764,1.48%,,
2195,104.31,103.25588,101.71,TRUE,0.000%,1.05412,1.04%,,
2196,101.05,103.8926,102.88,FALSE,-0.984%,-2.8426,-2.76%,,
2197,103.9,103.6597,104.31,TRUE,0.000%,0.2403,0.23%,,
2198,103.39,102.84964,101.97,TRUE,0.000%,0.54036,0.53%,,
2199,102.16,103.58089,104.12,TRUE,0.000%,-1.42089,-1.36%,,
2200,105.04,104.11016,106.28,TRUE,0.000%,0.92984,0.87%,,
2201,103.86,103.65625,103.74,FALSE,-0.081%,0.20375,0.20%,,
2202,104.99,103.72928,104.51,FALSE,-0.747%,1.26072,1.21%,,
2203,105.57,104.24414,105.96,TRUE,0.000%,1.32586,1.25%,,
2204,105.25,104.9753,105.5,TRUE,0.000%,0.2747,0.26%,,
2205,106.49,105.814445,106.51,TRUE,0.000%,0.675555,0.63%,,
2206,107.09,105.83568,106.98,FALSE,-1.070%,1.25432,1.17%,,
2207,107.13,105.61001,105.23,TRUE,0.000%,1.51999,1.44%,,
2208,105.35,106.25923,105.93,FALSE,-0.311%,-0.90923,-0.86%,,
2209,105.68,104.991745,104.06,TRUE,0.000%,0.688255,0.66%,,
2210,104.1,104.987274,104.38,FALSE,-0.582%,-0.887274,-0.85%,,
2211,104.18,103.72695,103.17,TRUE,0.000%,0.45305,0.44%,,
2212,103.8,104.56404,104.91,TRUE,0.000%,-0.76404,-0.73%,,
2213,102.92,103.719345,102.48,TRUE,0.000%,-0.799345,-0.78%,,
2214,99.99,102.14949,100.24,FALSE,-1.905%,-2.15949,-2.15%,,
2215,99.47,100.7498,100.89,TRUE,0.000%,-1.2798,-1.27%,,
2216,101.76,100.554146,101.94,TRUE,0.000%,1.205854,1.18%,,
2217,102.22,101.18242,100.8,TRUE,0.000%,1.03758,1.03%,,
2218,104.01,103.4485,104.78,TRUE,0.000%,0.5615,0.54%,,
2219,105.5,103.54178,105.25,FALSE,-1.623%,1.95822,1.86%,,
2220,105,104.986435,105.66,TRUE,0.000%,0.013565,0.01%,,
2221,105.63,104.732475,105.23,FALSE,-0.473%,0.897525,0.85%,,
2222,106.05,105.81412,106.1,TRUE,0.000%,0.23588,0.22%,,
2223,106.53,106.14994,106.73,TRUE,0.000%,0.38006,0.36%,,
2224,106.79,105.90713,106.18,FALSE,-0.257%,0.88287,0.83%,,
2225,106.1,105.49212,106.1,FALSE,-0.573%,0.60788,0.57%,,
2226,105.93,105.90586,106.32,TRUE,0.000%,0.02414,0.02%,,
2227,107.67,106.50204,107.9,TRUE,0.000%,1.16796,1.08%,,
2228,108.12,106.66714,107.98,FALSE,-1.216%,1.45286,1.35%,,
2229,108.74,107.5229,108.545,FALSE,-0.942%,1.2171,1.12%,,
2230,108.18,107.96028,108.73,TRUE,0.000%,0.21972,0.20%,,
2231,107.52,107.679955,108.48,TRUE,0.000%,-0.159955,-0.15%,,
2232,109.71,109.59332,112.66,TRUE,0.000%,0.11668,0.10%,,
2233,112.78,110.41188,112.7,FALSE,-2.030%,2.36812,2.10%,,
2234,112.85,111.573044,112.55,FALSE,-0.868%,1.276956,1.13%,,
2235,113.08,112.25794,113.25,TRUE,0.000%,0.82206,0.73%,,
2236,114.02,113.07445,113.5,FALSE,-0.375%,0.94555,0.83%,,
2237,113.84,113.31189,113.89,TRUE,0.000%,0.52811,0.46%,,
2238,113.33,112.72452,113.63,TRUE,0.000%,0.60548,0.53%,,
2239,114.61,113.0216,114.38,FALSE,-1.188%,1.5884,1.39%,,
2240,115.01,114.06241,115.39,TRUE,0.000%,0.94759,0.82%,,
2241,115.02,114.09048,115.12,TRUE,0.000%,0.92952,0.81%,,
2242,114.71,114.39718,114.49,FALSE,-0.081%,0.31282,0.27%,,
2243,114.79,114.81441,114.36,TRUE,0.000%,-0.02441,-0.02%,,
2244,113.57,114.24001,112.97,TRUE,0.000%,-0.67001,-0.59%,,
2245,113.28,114.031456,113.59,FALSE,-0.389%,-0.751456,-0.66%,,
2246,113.14,113.3048,112.65,TRUE,0.000%,-0.1648,-0.15%,,
2247,112.04,112.46592,111.57,TRUE,0.000%,-0.42592,-0.38%,,
2248,109.84,111.060234,109.74,TRUE,0.000%,-1.220234,-1.11%,,
2249,111.42,111.27579,111.61,TRUE,0.000%,0.14421,0.13%,,
2250,111.49,111.82405,111.94,TRUE,0.000%,-0.33405,-0.30%,,
2251,113.63,112.59101,113.68,TRUE,0.000%,1.03899,0.91%,,
2252,113.71,113.41327,114.24,TRUE,0.000%,0.29673,0.26%,,
2253,114.48,113.79769,114.53,TRUE,0.000%,0.68231,0.60%,,
2254,114.15,113.77262,113.42,TRUE,0.000%,0.37738,0.33%,,
2255,114.05,113.941,114.19,TRUE,0.000%,0.109,0.10%,,
2256,114.15,114.177925,114.395,TRUE,0.000%,-0.027925,-0.02%,,
2257,114.31,114.05078,114.6,TRUE,0.000%,0.25922,0.23%,,
2258,114.02,114.13883,114.475,TRUE,0.000%,-0.11883,-0.10%,,
2259,115.16,114.22725,115.23,TRUE,0.000%,0.93275,0.81%,,
2260,114.45,114.28931,114.76,TRUE,0.000%,0.16069,0.14%,,
2261,112.51,112.870514,112.84,FALSE,-0.027%,-0.360514,-0.32%,,
2262,115.14,113.69934,115.22,TRUE,0.000%,1.44066,1.25%,,
2263,114.62,113.39605,113.44,FALSE,-0.039%,1.22395,1.08%,,
2264,114.63,113.7942,114.11,FALSE,-0.277%,0.8358,0.73%,,
2265,112.89,113.37729,113.15,FALSE,-0.201%,-0.48729,-0.43%,,
2266,113.4,112.47653,112.09,TRUE,0.000%,0.92347,0.82%,,
2267,110.79,111.89589,110.98,FALSE,-0.825%,-1.10589,-1.00%,,
2268,111.63,111.8485,112.6,TRUE,0.000%,-0.2185,-0.19%,,
2269,112.31,112.17884,113.07,TRUE,0.000%,0.13116,0.12%,,
2270,113.98,113.22446,114.46,TRUE,0.000%,0.75554,0.66%,,
2271,112.32,112.38323,111.58,TRUE,0.000%,-0.06323,-0.06%,,
2272,109.83,111.80622,110.87,FALSE,-0.844%,-1.97622,-1.78%,,
2273,111.05,111.01508,111.65,TRUE,0.000%,0.03492,0.03%,,
2274,111.78,111.54054,112.34,TRUE,0.000%,0.23946,0.21%,,
2275,112.61,112.23746,112.57,FALSE,-0.295%,0.37254,0.33%,,
2276,112.59,111.85875,112.32,FALSE,-0.411%,0.73125,0.65%,,
2277,112.53,112.09353,113.215,TRUE,0.000%,0.43647,0.39%,,
2278,114.3,113.039085,114.16,FALSE,-0.982%,1.260915,1.10%,,
2279,113.27,112.59348,112.87,FALSE,-0.245%,0.67652,0.60%,,
2280,111.86,111.022675,109.43,TRUE,0.000%,0.837325,0.77%,,
2281,109.5,110.98135,110.04,FALSE,-0.855%,-1.48135,-1.35%,,
2282,109.31,109.00721,107.43,TRUE,0.000%,0.30279,0.28%,,
2283,108.26,108.31612,105.96,TRUE,0.000%,-0.05612,-0.05%,,
2284,104.87,107.439735,105.67,FALSE,-1.675%,-2.569735,-2.43%,,
2285,104.01,105.667404,104.79,FALSE,-0.837%,-1.657404,-1.58%,,
2286,104.33,105.24854,105.31,TRUE,0.000%,-0.91854,-0.87%,,
2287,105.54,105.56478,106,TRUE,0.000%,-0.02478,-0.02%,,
2288,101.9,104.308624,102.3,FALSE,-1.963%,-2.408624,-2.35%,,
2289,104.07,102.05464,100.57,TRUE,0.000%,2.01536,2.00%,,
2290,100.84,102.93748,102.2,FALSE,-0.722%,-2.09748,-2.05%,,
2291,101.06,101.11286,99.48,TRUE,0.000%,-0.05286,-0.05%,,
2292,100.75,101.39894,101.19,FALSE,-0.206%,-0.64894,-0.64%,,
2293,100.85,101.51076,102.84,TRUE,0.000%,-0.66076,-0.64%,,
2294,103.77,102.21534,103.46,FALSE,-1.203%,1.55466,1.50%,,
2295,102.23,102.68884,102.65,FALSE,-0.038%,-0.45884,-0.45%,,
2296,103.15,102.15619,102.55,FALSE,-0.384%,0.99381,0.97%,,
2297,100.58,102.06941,102.19,TRUE,0.000%,-1.48941,-1.46%,,
2298,102,101.53092,102,FALSE,-0.460%,0.46908,0.46%,,
2299,104.13,103.18848,103.62,FALSE,-0.416%,0.94152,0.91%,,
2300,104.41,103.55471,103.97,FALSE,-0.399%,0.85529,0.82%,,
2301,102.15,103.5657,102.8,FALSE,-0.745%,-1.4157,-1.38%,,
2302,101.66,102.17156,101.35,TRUE,0.000%,-0.51156,-0.50%,,
2303,101.65,102.0798,101.29,TRUE,0.000%,-0.4298,-0.42%,,
2304,98.12,99.57684,96.33,TRUE,0.000%,-1.45684,-1.51%,,
2305,96.62,97.76144,95.36,TRUE,0.000%,-1.14144,-1.20%,,
2306,96.32,97.90015,97.5,FALSE,-0.410%,-1.58015,-1.62%,,
2307,96.69,96.72844,95.45,TRUE,0.000%,-0.03844,-0.04%,,
2308,96.55,97.4291,97.68,TRUE,0.000%,-0.8791,-0.90%,,
2309,98.02,97.55449,99.44,TRUE,0.000%,0.46551,0.47%,,
2310,100.23,98.707634,101.01,TRUE,0.000%,1.522366,1.51%,,
2311,102.5,100.647896,102.81,TRUE,0.000%,1.852104,1.80%,,
2312,101.33,101.348434,100.91,TRUE,0.000%,-0.018434,-0.02%,,
2313,101.63,101.7885,102.54,TRUE,0.000%,-0.1585,-0.15%,,
2314,103.28,101.78456,102.67,FALSE,-0.862%,1.49544,1.46%,,
2315,101.58,101.552635,100.44,TRUE,0.000%,0.027365,0.03%,,
2316,102.55,102.10703,102.76,TRUE,0.000%,0.44297,0.43%,,
2317,103.56,102.868965,104.28,TRUE,0.000%,0.691035,0.66%,,
2318,103.43,102.85732,103.31,FALSE,-0.438%,0.57268,0.55%,,
2319,102.5,102.72847,103.45,TRUE,0.000%,-0.22847,-0.22%,,
2320,105.79,103.66312,105.63,FALSE,-1.862%,2.12688,2.01%,,
2321,105.83,104.38044,105.71,FALSE,-1.258%,1.44956,1.37%,,
2322,105.63,104.64873,105.76,TRUE,0.000%,0.98127,0.93%,,
2323,105.67,105.13185,105.12,TRUE,0.000%,0.53815,0.51%,,
2324,105.02,104.53356,104.3,TRUE,0.000%,0.48644,0.47%,,
2325,104.15,104.27442,104.57,TRUE,0.000%,-0.12442,-0.12%,,
2326,104.82,104.59939,105.31,TRUE,0.000%,0.22061,0.21%,,
2327,104.66,105.103806,105.8,TRUE,0.000%,-0.443806,-0.42%,,
2328,106.49,105.074684,106.08,FALSE,-0.948%,1.415316,1.33%,,
2329,106.67,105.91579,106.27,FALSE,-0.333%,0.75421,0.71%,,
2330,106.63,106.184,106.37,FALSE,-0.175%,0.446,0.42%,,
2331,107.58,106.58978,107.26,FALSE,-0.625%,0.99022,0.92%,,
2332,107.52,107.02679,107.46,FALSE,-0.403%,0.49321,0.46%,,
2333,107.37,107.11456,107.16,FALSE,-0.042%,0.25544,0.24%,,
2334,107.79,107.63195,107.18,TRUE,0.000%,0.15805,0.15%,,
2335,108.12,108.134705,107.91,TRUE,0.000%,-0.014705,-0.01%,,
2336,107.23,107.22226,106.67,TRUE,0.000%,0.00774,0.01%,,
2337,107.26,107.769424,107.56,FALSE,-0.195%,-0.509424,-0.47%,,
2338,107.11,107.395584,106.93,TRUE,0.000%,-0.285584,-0.27%,,
2339,108.83,107.89723,109.48,TRUE,0.000%,0.93277,0.85%,,
2340,109.36,108.31226,109.3,FALSE,-0.904%,1.04774,0.96%,,
2341,109.2,108.263596,108.58,FALSE,-0.291%,0.936404,0.86%,,
2342,110.36,109.07972,110.31,FALSE,-1.115%,1.28028,1.16%,,
2343,109.94,109.310234,109.08,TRUE,0.000%,0.629766,0.58%,,
2344,108.88,109.41502,109,FALSE,-0.381%,-0.53502,-0.49%,,
2345,110.67,109.309685,110.04,FALSE,-0.664%,1.360315,1.24%,,
2346,109.08,109.63532,109.77,TRUE,0.000%,-0.55532,-0.51%,,
2347,109,108.81521,109.48,TRUE,0.000%,0.18479,0.17%,,
2348,108.6,108.43168,108.66,TRUE,0.000%,0.16832,0.15%,,
2349,109.51,108.94516,110.32,TRUE,0.000%,0.56484,0.51%,,
2350,110.91,109.232475,110,FALSE,-0.698%,1.677525,1.53%,,
2351,110.92,109.94912,110.83,FALSE,-0.795%,0.97088,0.88%,,
2352,110.64,110.134445,110.33,FALSE,-0.177%,0.505555,0.46%,,
2353,111.23,110.71751,111.44,TRUE,0.000%,0.51249,0.46%,,
2354,110.55,110.73201,110.54,TRUE,0.000%,-0.18201,-0.16%,,
2355,110.64,110.18024,110.58,FALSE,-0.362%,0.45976,0.42%,,
2356,110.65,109.28507,109.21,TRUE,0.000%,1.36493,1.25%,,
2357,108.98,109.018974,108.62,TRUE,0.000%,-0.038974,-0.04%,,
2358,108.98,108.63468,109.2,TRUE,0.000%,0.34532,0.32%,,
2359,108.45,107.46449,107.34,TRUE,0.000%,0.98551,0.92%,,
2360,107.58,107.48135,107.69,TRUE,0.000%,0.09865,0.09%,,
2361,106.28,106.40977,106.22,TRUE,0.000%,-0.12977,-0.12%,,
2362,105.72,105.70058,105.97,TRUE,0.000%,0.01942,0.02%,,
2363,106.72,105.77865,105.96,FALSE,-0.171%,0.94135,0.89%,,
2364,105.73,105.65536,105.12,TRUE,0.000%,0.07464,0.07%,,
2365,105.05,105.069244,105.43,TRUE,0.000%,-0.019244,-0.02%,,
2366,105.02,104.29928,104.51,FALSE,-0.202%,0.72072,0.69%,,
2367,105.58,104.81414,105.61,TRUE,0.000%,0.76586,0.73%,,
2368,105.88,105.71004,106.26,TRUE,0.000%,0.16996,0.16%,,
2369,107.33,106.15068,107.16,FALSE,-0.942%,1.17932,1.10%,,
2370,106.36,106.49115,106.68,TRUE,0.000%,-0.13115,-0.12%,,
2371,105.89,106.17593,105.85,TRUE,0.000%,-0.28593,-0.27%,,
2372,105.5,105.86238,105.67,FALSE,-0.182%,-0.36238,-0.34%,,
2373,106.82,106.19999,106.74,FALSE,-0.506%,0.62001,0.58%,,
2374,105.48,105.89569,105.29,TRUE,0.000%,-0.41569,-0.39%,,
2375,105.86,105.702835,105.45,TRUE,0.000%,0.157165,0.15%,,
2376,105.31,105.87271,105.74,FALSE,-0.126%,-0.56271,-0.53%,,
2377,106.47,106.14759,106.55,TRUE,0.000%,0.32241,0.30%,,
2378,106.33,106.43234,106.92,TRUE,0.000%,-0.10234,-0.10%,,
2379,108.46,107.31914,108.86,TRUE,0.000%,1.14086,1.05%,,
2380,109.24,108.31177,109.35,TRUE,0.000%,0.92823,0.85%,,
2381,109.56,108.98278,109.65,TRUE,0.000%,0.57722,0.53%,,
2382,110.13,109.51815,110.28,TRUE,0.000%,0.61185,0.55%,,
2383,110.34,109.59898,110,FALSE,-0.365%,0.74102,0.67%,,
2384,110.35,109.87144,110.13,FALSE,-0.235%,0.47856,0.43%,,
2385,110.58,109.99253,110.37,FALSE,-0.342%,0.58747,0.53%,,
2386,110.06,109.74382,110.25,TRUE,0.000%,0.31618,0.29%,,
2387,110.46,109.94102,110.53,TRUE,0.000%,0.51898,0.47%,,
2388,110.18,109.85769,110.37,TRUE,0.000%,0.32231,0.29%,,
2389,110.37,109.50629,109.93,FALSE,-0.385%,0.86371,0.79%,,
2390,110.19,109.12605,109.2,FALSE,-0.068%,1.06395,0.97%,,
2391,108.94,108.55876,108.34,TRUE,0.000%,0.38124,0.35%,,
2392,108.03,108.0219,107.78,TRUE,0.000%,0.0081,0.01%,,
2393,108.03,107.83626,108.32,TRUE,0.000%,0.19374,0.18%,,
2394,107.72,107.262314,107.17,TRUE,0.000%,0.457686,0.43%,,
2395,108.04,107.153336,107.53,FALSE,-0.350%,0.886664,0.82%,,
2396,106.49,107.332275,107.73,TRUE,0.000%,-0.842275,-0.78%,,
2397,107.16,106.69974,107.33,TRUE,0.000%,0.46026,0.43%,,
2398,107.5,107.17033,107.58,TRUE,0.000%,0.32967,0.31%,,
2399,107.24,107.29039,108.09,TRUE,0.000%,-0.05039,-0.05%,,
2400,108.77,105.268196,104.81,TRUE,0.000%,3.501804,3.34%,,
2401,104.29,105.03959,103.6,TRUE,0.000%,-0.74959,-0.72%,,
2402,102.22,104.15817,103.33,FALSE,-0.801%,-1.93817,-1.88%,,
2403,104.46,104.301476,105.26,TRUE,0.000%,0.158524,0.15%,,
2404,106.31,105.18939,106.52,TRUE,0.000%,1.12061,1.05%,,
2405,107.54,105.86998,107.49,FALSE,-1.507%,1.67002,1.55%,,
2406,108.08,106.28032,107.58,FALSE,-1.208%,1.79968,1.67%,,
2407,107.42,106.799576,106.92,FALSE,-0.113%,0.620424,0.58%,,
2408,108.3,108.11414,108.39,TRUE,0.000%,0.18586,0.17%,,
2409,108.62,108.44991,109.17,TRUE,0.000%,0.17009,0.16%,,
2410,110.3,109.607735,110.68,TRUE,0.000%,0.692265,0.63%,,
2411,110.93,110.137886,111.59,TRUE,0.000%,0.792114,0.71%,,
2412,111.49,110.6405,111.79,TRUE,0.000%,0.8495,0.76%,,
2413,111.22,111.085754,111.96,TRUE,0.000%,0.134246,0.12%,,
2414,111.98,111.22374,112.22,TRUE,0.000%,0.75626,0.67%,,
2415,111.8,111.18747,111.86,TRUE,0.000%,0.61253,0.55%,,
2416,112.54,111.62396,112.17,FALSE,-0.487%,0.91604,0.82%,,
2417,112.13,111.8891,112.75,TRUE,0.000%,0.2409,0.21%,,
2418,113.44,112.015015,113.52,TRUE,0.000%,1.424985,1.26%,,
2419,113.18,112.645325,113.28,TRUE,0.000%,0.534675,0.47%,,
2420,113.65,112.95965,113.56,FALSE,-0.529%,0.69035,0.61%,,
2421,113.66,113.28722,113.63,FALSE,-0.302%,0.37278,0.33%,,
2422,113.79,113.91591,114.76,TRUE,0.000%,-0.12591,-0.11%,,
2423,114.58,113.921555,114.76,TRUE,0.000%,0.658445,0.57%,,
2424,114.98,114.61027,115.24,TRUE,0.000%,0.36973,0.32%,,
2425,115.23,114.21317,115.31,TRUE,0.000%,1.01683,0.88%,,
2426,115.84,114.71673,115.68,FALSE,-0.833%,1.12327,0.97%,,
2427,114.96,114.90371,114.88,TRUE,0.000%,0.05629,0.05%,,
2428,115.34,114.74247,115.32,FALSE,-0.501%,0.59753,0.52%,,
2429,115.67,115.6884,116.28,TRUE,0.000%,-0.0184,-0.02%,,
2430,116.78,116.302986,116.82,TRUE,0.000%,0.477014,0.41%,,
2431,116.65,116.510185,116.73,TRUE,0.000%,0.139815,0.12%,,
2432,116.92,116.58216,116.96,TRUE,0.000%,0.33784,0.29%,,
2433,116.62,116.76608,117.01,TRUE,0.000%,-0.14608,-0.12%,,
2434,117.12,116.75358,116.91,FALSE,-0.134%,0.36642,0.31%,,
2435,117.2,117.1964,117.33,TRUE,0.000%,0.0036,0.00%,,
2436,117.7,117.018616,117.47,FALSE,-0.384%,0.681384,0.58%,,
2437,117.05,116.96312,117.08,TRUE,0.000%,0.08688,0.07%,,
2438,117.26,116.8456,117.15,FALSE,-0.260%,0.4144,0.35%,,
2439,117.29,116.81993,117.1,FALSE,-0.239%,0.47007,0.40%,,
2440,117.26,116.74693,117.09,FALSE,-0.293%,0.51307,0.44%,,
2441,117.35,117.095085,117.79,TRUE,0.000%,0.254915,0.22%,,
2442,117.56,117.049904,117.49,FALSE,-0.375%,0.510096,0.43%,,
2443,116.8,116.604065,116.48,TRUE,0.000%,0.195935,0.17%,,
2444,116.61,116.37981,116.66,TRUE,0.000%,0.23019,0.20%,,
2445,116.78,116.31867,116.81,TRUE,0.000%,0.46133,0.39%,,
2446,116.94,116.30283,116.73,FALSE,-0.366%,0.63717,0.55%,,
2447,116.56,116.057236,116.38,FALSE,-0.277%,0.502764,0.43%,,
2448,116.44,116.00237,116.48,TRUE,0.000%,0.43763,0.38%,,
2449,116.74,116.41767,117.32,TRUE,0.000%,0.32233,0.27%,,
2450,117.12,116.4726,117.29,TRUE,0.000%,0.6474,0.55%,,
2451,117.85,116.88655,117.95,TRUE,0.000%,0.96345,0.82%,,
2452,117.92,116.95424,117.57,FALSE,-0.524%,0.96576,0.82%,,
