,original,predict,last_x,direction,diff,,,,
881,281.78,281.8363,283.4,TRUE,0.000%,-0.0563,-0.02%,,
882,284.06,281.3435,283.83,FALSE,-0.876%,2.7165,0.96%,,
883,285.06,282.8427,285.57,TRUE,0.000%,2.2173,0.78%,,
884,285.67,284.02097,286.25,TRUE,0.000%,1.64903,0.58%,,
885,286.34,284.3583,285.88,FALSE,-0.532%,1.9817,0.69%,,
886,286.17,284.57816,285.97,FALSE,-0.487%,1.59184,0.56%,,
887,285.79,285.1345,286.44,TRUE,0.000%,0.6555,0.23%,,
888,287.51,286.1183,288.86,TRUE,0.000%,1.3917,0.48%,,
889,289.78,287.59546,290.3,TRUE,0.000%,2.18454,0.75%,,
890,289.92,288.0936,290.16,TRUE,0.000%,1.8264,0.63%,,
891,291.48,288.59113,290.94,FALSE,-0.807%,2.88887,0.99%,,
892,290.3,288.60178,289.84,FALSE,-0.427%,1.69822,0.59%,,
893,290.31,288.31036,289.84,FALSE,-0.528%,1.99964,0.69%,,
894,289.81,288.13107,289.41,FALSE,-0.442%,1.67893,0.58%,,
895,289.03,287.83698,289.15,TRUE,0.000%,1.19302,0.41%,,
896,288.16,286.4148,286.98,FALSE,-0.197%,1.7452,0.61%,,
897,287.6,286.9314,288.74,TRUE,0.000%,0.6686,0.23%,,
898,288.1,285.9314,287.37,FALSE,-0.501%,2.1686,0.75%,,
899,289.05,286.79977,289.06,TRUE,0.000%,2.25023,0.78%,,
900,289.12,287.9552,290.32,TRUE,0.000%,1.1648,0.40%,,
901,290.83,288.72958,291.06,TRUE,0.000%,2.10042,0.72%,,
902,290.88,289.0707,290.82,FALSE,-0.602%,1.8093,0.62%,,
903,289.34,289.0088,289.58,TRUE,0.000%,0.3312,0.11%,,
904,290.91,289.5781,290.97,TRUE,0.000%,1.3319,0.46%,,
905,291.22,290.68692,292.64,TRUE,0.000%,0.53308,0.18%,,
906,293.58,291.12704,293.09,FALSE,-0.670%,2.45296,0.84%,,
907,291.99,290.59863,291.34,FALSE,-0.254%,1.39137,0.48%,,
908,291.02,290.2302,291.53,TRUE,0.000%,0.7898,0.27%,,
909,290.75,289.80167,290.91,TRUE,0.000%,0.94833,0.33%,,
910,289.88,288.86243,290.41,TRUE,0.000%,1.01757,0.35%,,
911,290.69,288.36246,289.99,FALSE,-0.561%,2.32754,0.80%,,
912,290.72,289.526,292.11,TRUE,0.000%,1.194,0.41%,,
913,291.73,289.7147,291.56,FALSE,-0.633%,2.0153,0.69%,,
914,291.56,290.5802,292.74,TRUE,0.000%,0.9798,0.33%,,
915,291.72,289.65744,291.18,FALSE,-0.523%,2.06256,0.71%,,
916,289.44,288.83624,289.69,TRUE,0.000%,0.60376,0.21%,,
917,287.82,286.66238,287.05,FALSE,-0.135%,1.15762,0.40%,,
918,287.82,286.96652,287.39,FALSE,-0.147%,0.85348,0.30%,,
919,287.4,286.47476,286.83,FALSE,-0.124%,0.92524,0.32%,,
920,278.3,281.90814,277.08,TRUE,0.000%,-3.60814,-1.30%,,
921,272.17,278.45438,276.77,FALSE,-0.609%,-6.28438,-2.27%,,
922,275.95,275.55463,275.55,TRUE,0.000%,0.39537,0.14%,,
923,274.4,276.4383,276.6,TRUE,0.000%,-2.0383,-0.74%,,
924,280.4,277.56223,280.44,TRUE,0.000%,2.83777,1.01%,,
925,280.45,278.28873,279.4,FALSE,-0.398%,2.16127,0.77%,,
926,276.4,277.95767,277.13,FALSE,-0.299%,-1.55767,-0.56%,,
927,276.25,277.15445,277,FALSE,-0.056%,-0.90445,-0.33%,,
928,275.01,273.24982,270.95,TRUE,0.000%,1.76018,0.65%,,
929,273.61,274.41452,273.33,TRUE,0.000%,-0.80452,-0.29%,,
930,265.32,270.95728,267.38,FALSE,-1.338%,-5.63728,-2.11%,,
931,270.08,268.24185,265.92,TRUE,0.000%,1.83815,0.69%,,
932,265.33,269.77493,268.8,FALSE,-0.363%,-4.44493,-1.65%,,
933,263.86,265.01273,263.67,TRUE,0.000%,-1.15273,-0.44%,,
934,267.77,267.6673,270.65,TRUE,0.000%,0.1027,0.04%,,
935,270.63,269.14313,271.6,TRUE,0.000%,1.48687,0.55%,,
936,273.51,272.41916,274.75,TRUE,0.000%,1.09084,0.40%,,
937,271.89,272.6075,272.44,FALSE,-0.061%,-0.7175,-0.26%,,
938,273.39,273.01648,273.32,FALSE,-0.111%,0.37352,0.14%,,
939,275.12,275.45178,277.56,TRUE,0.000%,-0.33178,-0.12%,,
940,281.01,277.36078,280.11,FALSE,-0.981%,3.64922,1.30%,,
941,280.5,278.5372,279.03,FALSE,-0.177%,1.9628,0.70%,,
942,277.76,276.8071,277.19,FALSE,-0.138%,0.9529,0.34%,,
943,272.57,275.51807,273.09,FALSE,-0.889%,-2.94807,-1.08%,,
944,272.06,274.90198,274.16,FALSE,-0.271%,-2.84198,-1.04%,,
945,270.2,270.6421,268.78,TRUE,0.000%,-0.4421,-0.16%,,
946,273.02,270.34982,271.79,FALSE,-0.530%,2.67018,0.98%,,
947,273.73,271.2743,273.05,FALSE,-0.650%,2.4557,0.90%,,
948,269.1,269.53885,265.36,TRUE,0.000%,-0.43885,-0.17%,,
949,264.12,268.77176,265.86,FALSE,-1.095%,-4.65176,-1.75%,,
950,265.02,264.60577,263.18,TRUE,0.000%,0.41423,0.16%,,
951,263.25,265.20294,265.78,TRUE,0.000%,-1.95294,-0.73%,,
952,267.5,264.8823,266.34,FALSE,-0.547%,2.6177,0.98%,,
953,268.4,268.0774,269.6,TRUE,0.000%,0.3226,0.12%,,
954,274.58,270.42783,273.71,FALSE,-1.199%,4.15217,1.52%,,
955,273.98,273.0436,273.81,FALSE,-0.280%,0.9364,0.34%,,
956,275.65,276.4095,280.28,TRUE,0.000%,-0.7595,-0.27%,,
957,279.3,276.5375,278.37,FALSE,-0.658%,2.7625,0.99%,,
958,270.25,271.30295,265.92,TRUE,0.000%,-1.05295,-0.40%,,
959,269.84,269.95557,269.46,TRUE,0.000%,-0.11557,-0.04%,,
960,263.57,266.56412,263.37,TRUE,0.000%,-2.99412,-1.14%,,
961,264.07,265.79587,267.66,TRUE,0.000%,-1.72587,-0.64%,,
962,264.13,264.48175,267.47,TRUE,0.000%,-0.35175,-0.13%,,
963,265.46,263.2279,266.52,TRUE,0.000%,2.2321,0.84%,,
964,265.37,263.60092,262.96,TRUE,0.000%,1.76908,0.67%,,
965,260.47,262.87463,259.4,TRUE,0.000%,-2.40463,-0.93%,,
966,255.36,260.4504,257.2,FALSE,-1.264%,-5.0904,-1.98%,,
967,255.08,257.38104,255.17,FALSE,-0.866%,-2.30104,-0.90%,,
968,251.26,253.2382,249.86,TRUE,0.000%,-1.9782,-0.79%,,
969,247.17,250.70676,246.74,TRUE,0.000%,-3.53676,-1.43%,,
970,240.7,244.97006,239.04,TRUE,0.000%,-4.27006,-1.79%,,
971,234.34,241.44426,235.97,FALSE,-2.320%,-7.10426,-3.01%,,
972,246.18,241.1578,242.57,FALSE,-0.582%,5.0222,2.07%,,
973,248.07,245.29747,249.58,TRUE,0.000%,2.77253,1.11%,,
974,247.75,246.20111,249.56,TRUE,0.000%,1.54889,0.62%,,
975,249.92,246.38527,245.98,TRUE,0.000%,3.53473,1.44%,,
976,250.18,249.26938,248.23,TRUE,0.000%,0.91062,0.37%,,
977,244.21,250.07695,247.59,FALSE,-1.004%,-5.86695,-2.37%,,
978,252.39,249.49312,252.69,TRUE,0.000%,2.89688,1.15%,,
979,254.38,253.4286,256.82,TRUE,0.000%,0.9514,0.37%,,
980,256.77,254.6355,257.56,TRUE,0.000%,2.1345,0.83%,,
981,257.97,254.68996,256.26,FALSE,-0.613%,3.28004,1.28%,,
982,258.88,256.42303,257.68,FALSE,-0.488%,2.45697,0.95%,,
983,258.98,255.6846,256.86,FALSE,-0.458%,3.2954,1.28%,,
984,257.4,256.80334,257.82,TRUE,0.000%,0.59666,0.23%,,
985,260.35,257.99496,260.83,TRUE,0.000%,2.35504,0.90%,,
986,260.98,257.73184,260.01,FALSE,-0.876%,3.24816,1.25%,,
987,262.96,259.84793,264.98,TRUE,0.000%,3.11207,1.17%,,
988,266.46,261.79343,264.82,FALSE,-1.143%,4.66657,1.76%,,
989,262.86,263.05087,264.01,TRUE,0.000%,-0.19087,-0.07%,,
990,263.41,262.20947,263.21,FALSE,-0.380%,1.20053,0.46%,,
991,263.55,263.46594,265.61,TRUE,0.000%,0.08406,0.03%,,
992,265.78,262.1424,263.39,FALSE,-0.474%,3.6376,1.38%,,
993,263.76,263.7485,263.92,TRUE,0.000%,0.0115,0.00%,,
994,263.41,264.48245,265.1,TRUE,0.000%,-1.07245,-0.40%,,
995,267.58,265.2523,267.51,FALSE,-0.844%,2.3277,0.87%,,
996,269.93,268.44473,270.15,TRUE,0.000%,1.48527,0.55%,,
997,270.06,268.40424,270.11,TRUE,0.000%,1.65576,0.61%,,
998,271.96,269.71283,272.44,TRUE,0.000%,2.24717,0.82%,,
999,273.1,272.6228,272.79,FALSE,-0.061%,0.4772,0.17%,,
1000,272.74,271.78925,270.94,TRUE,0.000%,0.95075,0.35%,,
1001,270.14,269.31903,268.75,TRUE,0.000%,0.82097,0.31%,,
1002,270.47,270.64902,271.2,TRUE,0.000%,-0.17902,-0.07%,,
1003,270.62,271.56442,272.42,TRUE,0.000%,-0.94442,-0.35%,,
1004,274.1,272.82047,275.03,TRUE,0.000%,1.27953,0.47%,,
1005,274.99,273.2209,273.78,FALSE,-0.204%,1.7691,0.65%,,
1006,274.38,274.76233,276.36,TRUE,0.000%,-0.38233,-0.14%,,
1007,277.37,274.36713,276.4813,FALSE,-0.765%,3.00287,1.09%,,
1008,277.85,276.42023,277.81,FALSE,-0.500%,1.42977,0.51%,,
1009,278.41,276.60986,277.7,FALSE,-0.393%,1.80014,0.65%,,
1010,277.42,276.74374,278.11,TRUE,0.000%,0.67626,0.24%,,
1011,279.14,278.1346,280.73,TRUE,0.000%,1.0054,0.36%,,
1012,279.52,278.32098,279.13,FALSE,-0.290%,1.19902,0.43%,,
1013,279.32,277.92105,278.52,FALSE,-0.215%,1.39895,0.50%,,
1014,279.2,277.97675,278.96,FALSE,-0.352%,1.22325,0.44%,,
1015,278.68,278.675,280.44,TRUE,0.000%,0.005,0.00%,,
1016,280.42,279.1535,281.6,TRUE,0.000%,1.2665,0.45%,,
1017,279.4,278.38803,279.54,TRUE,0.000%,1.01197,0.36%,,
1018,279.02,278.06137,279.15,TRUE,0.000%,0.95863,0.34%,,
1019,277.33,277.23883,276.83,TRUE,0.000%,0.09117,0.03%,,
1020,275.01,274.59143,272.94,TRUE,0.000%,0.41857,0.15%,,
1021,274.46,274.93857,275.26,TRUE,0.000%,-0.47857,-0.17%,,
1022,278.44,276.8316,279.06,TRUE,0.000%,1.6084,0.58%,,
1023,279.49,278.59073,280.48,TRUE,0.000%,0.89927,0.32%,,
1024,281.34,278.5043,281.37,TRUE,0.000%,2.8357,1.01%,,
1025,281.16,279.48227,280.54,FALSE,-0.377%,1.67773,0.60%,,
1026,281.31,280.43317,281.55,TRUE,0.000%,0.87683,0.31%,,
1027,282.33,281.5893,283.51,TRUE,0.000%,0.7407,0.26%,,
1028,282.4,281.15717,282.16,FALSE,-0.355%,1.24283,0.44%,,
1029,281.55,280.18042,280.64,FALSE,-0.164%,1.36958,0.49%,,
1030,284.73,280.72488,283.22,FALSE,-0.881%,4.00512,1.41%,,
1031,279.25,279.722,278.87,TRUE,0.000%,-0.472,-0.17%,,
1032,279.04,279.16147,280.99,TRUE,0.000%,-0.12147,-0.04%,,
1033,281.12,278.44788,281.11,FALSE,-0.947%,2.67212,0.95%,,
1034,279.65,278.63165,280.35,TRUE,0.000%,1.01835,0.36%,,
1035,280.71,279.16443,282.39,TRUE,0.000%,1.54557,0.55%,,
1036,282.48,280.7793,284.7,TRUE,0.000%,1.7007,0.60%,,
1037,285.83,282.96674,286.04,TRUE,0.000%,2.86326,1.00%,,
1038,285.97,284.72763,287.32,TRUE,0.000%,1.24237,0.43%,,
1039,286.42,284.76694,286.78,TRUE,0.000%,1.65306,0.58%,,
1040,287.18,285.98593,287.92,TRUE,0.000%,1.19407,0.41%,,
1041,288.57,285.9882,288.1,FALSE,-0.733%,2.5818,0.90%,,
1042,288.79,286.5545,287.72,FALSE,-0.405%,2.2355,0.78%,,
1043,287.31,286.2661,287.77,TRUE,0.000%,1.0439,0.36%,,
1044,288.29,286.4123,288.83,TRUE,0.000%,1.8777,0.65%,,
1045,288.21,287.6465,290,TRUE,0.000%,0.5635,0.19%,,
1046,290.16,288.02838,290.24,TRUE,0.000%,2.13162,0.73%,,
1047,289.97,288.69275,290.95,TRUE,0.000%,1.27725,0.44%,,
1048,290.16,289.13968,291.4,TRUE,0.000%,1.02032,0.35%,,
1049,289.45,288.88162,290.1,TRUE,0.000%,0.56838,0.20%,,
1050,290.02,288.3687,289.17,FALSE,-0.277%,1.6513,0.57%,,
1051,290.27,289.12857,290.68,TRUE,0.000%,1.14143,0.39%,,
1052,292.88,289.86902,292.79,FALSE,-0.998%,3.01098,1.03%,,
1053,292.23,290.80154,292.12,FALSE,-0.451%,1.42846,0.49%,,
1054,292.05,290.78424,292.1,TRUE,0.000%,1.26576,0.43%,,
1055,293.41,291.40253,293.51,TRUE,0.000%,2.00747,0.68%,,
1056,293.87,291.8775,293.49,FALSE,-0.549%,1.9925,0.68%,,
1057,294.02,292.9686,294.72,TRUE,0.000%,1.0514,0.36%,,
1058,291.81,290.94128,291.68,FALSE,-0.253%,0.86872,0.30%,,
1059,291.18,291.8141,292.82,TRUE,0.000%,-0.6341,-0.22%,,
1060,294.03,289.41327,289.25,TRUE,0.000%,4.61673,1.60%,,
1061,292.82,290.74207,290.15,TRUE,0.000%,2.07793,0.72%,,
1062,287.93,288.50806,287.53,TRUE,0.000%,-0.57806,-0.20%,,
1063,287.53,285.58527,285.23,TRUE,0.000%,1.94473,0.68%,,
1064,286.66,285.95663,285.62,TRUE,0.000%,0.70337,0.25%,,
1065,288.1,283.08206,282.42,TRUE,0.000%,5.01794,1.78%,,
1066,280.86,282.74945,281.99,FALSE,-0.269%,-1.88945,-0.67%,,
1067,283.4,280.26892,281.59,FALSE,-0.469%,3.13108,1.11%,,
1068,285.06,283.27914,285.84,TRUE,0.000%,1.78086,0.62%,,
1069,287.7,283.81955,285.14,FALSE,-0.463%,3.88045,1.36%,,
1070,285.84,284.60947,284.06,TRUE,0.000%,1.23053,0.43%,,
1071,283.95,284.7094,285.83,TRUE,0.000%,-0.7594,-0.27%,,
1072,286.51,284.23734,285.45,FALSE,-0.425%,2.27266,0.80%,,
1073,285.63,284.10565,283.16,TRUE,0.000%,1.52435,0.54%,,
1074,282.14,283.6506,283.74,TRUE,0.000%,-1.5106,-0.53%,,
1075,282.78,282.19537,283.09,TRUE,0.000%,0.58463,0.21%,,
1076,280.15,280.3843,278.91,TRUE,0.000%,-0.2343,-0.08%,,
1077,278.27,280.498,279.11,FALSE,-0.497%,-2.228,-0.80%,,
1078,279.03,277.40616,276.2,TRUE,0.000%,1.62384,0.59%,,
1079,275.27,277.13434,275.31,FALSE,-0.663%,-1.86434,-0.68%,,
1080,274.57,277.16052,277.12,FALSE,-0.015%,-2.59052,-0.93%,,
1081,280.53,279.3822,282.33,TRUE,0.000%,1.1478,0.41%,,
1082,282.96,281.41132,283.29,TRUE,0.000%,1.54868,0.55%,,
1083,284.8,283.19028,285.93,TRUE,0.000%,1.60972,0.56%,,
1084,287.65,285.67267,289.37,TRUE,0.000%,1.97733,0.68%,,
1085,288.97,288.31763,290.99,TRUE,0.000%,0.65237,0.22%,,
1086,288.9,288.33157,288.64,FALSE,-0.107%,0.56843,0.20%,,
1087,288.39,287.74704,289.4,TRUE,0.000%,0.64296,0.22%,,
1088,289.58,288.0535,289.26,FALSE,-0.417%,1.5265,0.53%,,
1089,289.26,288.45517,289.52,TRUE,0.000%,0.80483,0.28%,,
1090,289.37,289.2577,291.39,TRUE,0.000%,0.1123,0.04%,,
1091,292.4,289.73163,292.55,TRUE,0.000%,2.66837,0.91%,,
1092,293.06,292.29587,296.04,TRUE,0.000%,0.76413,0.26%,,
1093,295.86,291.75452,294.13,FALSE,-0.808%,4.10548,1.40%,,
1094,294,293.30377,294.23,TRUE,0.000%,0.69623,0.24%,,
1095,293.64,291.99918,293.7,TRUE,0.000%,1.64082,0.56%,,
1096,290.76,291.47894,291.75,TRUE,0.000%,-0.71894,-0.25%,,
1097,290.47,290.1393,291.31,TRUE,0.000%,0.3307,0.11%,,
1098,291.5,291.00812,292.58,TRUE,0.000%,0.49188,0.17%,,
1099,293,293.53543,296.68,TRUE,0.000%,-0.53543,-0.18%,,
1100,295.66,293.274,295.61,FALSE,-0.790%,2.386,0.81%,,
1101,296.43,295.36575,297.18,TRUE,0.000%,1.06425,0.36%,,
1102,298.8,296.32315,297.44,FALSE,-0.375%,2.47685,0.83%,,
1103,298.46,296.0795,297.01,FALSE,-0.313%,2.3805,0.80%,,
1104,296.82,295.42035,295.54,FALSE,-0.040%,1.39965,0.47%,,
1105,297.19,296.92026,298.37,TRUE,0.000%,0.26974,0.09%,,
1106,298.61,297.57593,299.32,TRUE,0.000%,1.03407,0.35%,,
1107,299.31,298.71664,299.85,TRUE,0.000%,0.59336,0.20%,,
1108,300.65,299.591,301.13,TRUE,0.000%,1.059,0.35%,,
1109,300.75,300.22092,300.65,FALSE,-0.143%,0.52908,0.18%,,
1110,299.71,299.2277,299.75,TRUE,0.000%,0.4823,0.16%,,
1111,297.74,297.54572,297.19,TRUE,0.000%,0.19428,0.07%,,
1112,298.83,298.0225,300.04,TRUE,0.000%,0.8075,0.27%,,
1113,297.17,296.45435,297.61,TRUE,0.000%,0.71565,0.24%,,
1114,297.9,296.81125,299.14,TRUE,0.000%,1.08875,0.36%,,
1115,300.03,297.11197,299.19,FALSE,-0.695%,2.91803,0.98%,,
1116,301.44,299.029,300.94,FALSE,-0.635%,2.411,0.80%,,
1117,300,299.60742,300.76,TRUE,0.000%,0.39258,0.13%,,
1118,302.01,299.7084,301.88,FALSE,-0.719%,2.3016,0.76%,,
1119,301.46,299.29965,299.91,FALSE,-0.204%,2.16035,0.72%,,
1120,300.72,299.5919,300.99,TRUE,0.000%,1.1281,0.37%,,
1121,297.43,297.27457,297.6,TRUE,0.000%,0.15543,0.05%,,
1122,294.84,294.93512,293.85,TRUE,0.000%,-0.09512,-0.03%,,
1123,292.62,290.52097,288.09,TRUE,0.000%,2.09903,0.73%,,
1124,283.82,288.2856,285.91,FALSE,-0.831%,-4.4656,-1.56%,,
1125,287.8,284.12506,284.4,FALSE,-0.097%,3.67494,1.29%,,
1126,287.97,287.11493,289.62,TRUE,0.000%,0.85507,0.30%,,
1127,293.62,288.6247,292.58,FALSE,-1.352%,4.9953,1.71%,,
1128,291.62,289.1477,289.96,FALSE,-0.280%,2.4723,0.85%,,
1129,288.07,288.33408,287.74,TRUE,0.000%,-0.26408,-0.09%,,
1130,292.55,288.01648,288.07,FALSE,-0.019%,4.53352,1.57%,,
1131,283.9,288.22385,284.88,FALSE,-1.174%,-4.32385,-1.52%,,
1132,284.65,286.61127,286.48,FALSE,-0.046%,-1.96127,-0.68%,,
1133,288.85,288.4864,292.19,TRUE,0.000%,0.3636,0.12%,,
1134,292.33,288.848,291.77,FALSE,-1.001%,3.482,1.19%,,
1135,290.09,291.3597,292.48,TRUE,0.000%,-1.2697,-0.43%,,
1136,292.45,290.92657,293.23,TRUE,0.000%,1.52343,0.52%,,
1137,292.36,291.40488,290.92,TRUE,0.000%,0.95512,0.33%,,
1138,284.85,289.82303,287.27,FALSE,-0.889%,-4.97303,-1.73%,,
1139,288,288.82397,289.54,TRUE,0.000%,-0.82397,-0.28%,,
1140,286.87,287.75204,286.14,TRUE,0.000%,-0.88204,-0.31%,,
1141,288.89,289.53372,291.72,TRUE,0.000%,-0.64372,-0.22%,,
1142,292.58,290.77356,294.22,TRUE,0.000%,1.80644,0.61%,,
1143,292.45,290.56143,290.57,FALSE,-0.003%,1.88857,0.65%,,
1144,290.74,292.19147,293.14,TRUE,0.000%,-1.45147,-0.50%,,
1145,294.04,292.62994,296.79,TRUE,0.000%,1.41006,0.48%,,
1146,297.82,295.2362,298.17,TRUE,0.000%,2.5838,0.87%,,
1147,298.05,296.93918,299.14,TRUE,0.000%,1.11082,0.37%,,
1148,298.2,296.27567,297.36,FALSE,-0.365%,1.92433,0.65%,,
1149,298.13,297.92496,298.47,TRUE,0.000%,0.20504,0.07%,,
1150,300.25,299.03265,301.25,TRUE,0.000%,1.21735,0.40%,,
1151,301.29,299.85226,301.78,TRUE,0.000%,1.43774,0.48%,,
1152,301.09,298.94614,299.84,FALSE,-0.298%,2.14386,0.72%,,
1153,300.16,298.22638,299.94,FALSE,-0.571%,1.93362,0.64%,,
1154,300.92,298.56543,300.49,FALSE,-0.640%,2.35457,0.78%,,
1155,301.1,298.75992,301.53,TRUE,0.000%,2.34008,0.78%,,
1156,301.08,299.23758,300.36,FALSE,-0.374%,1.84242,0.61%,,
1157,298.28,298.3241,297.55,TRUE,0.000%,-0.0441,-0.01%,,
1158,298.21,297.9045,299.41,TRUE,0.000%,0.3055,0.10%,,
1159,295.87,295.99323,295.96,FALSE,-0.011%,-0.12323,-0.04%,,
1160,297.62,296.72913,297.63,TRUE,0.000%,0.89087,0.30%,,
1161,297,296.6255,297.83,TRUE,0.000%,0.3745,0.13%,,
1162,295.4,294.7541,295.97,TRUE,0.000%,0.6459,0.22%,,
1163,296.77,296.00903,297.74,TRUE,0.000%,0.76097,0.26%,,
1164,293.24,292.67676,291.5,TRUE,0.000%,0.56324,0.19%,,
1165,288.06,289.90952,287.81,TRUE,0.000%,-1.84952,-0.64%,,
1166,290.42,290.02545,291.14,TRUE,0.000%,0.39455,0.14%,,
1167,294.35,291.26047,293.47,FALSE,-0.753%,3.08953,1.05%,,
1168,293.08,290.41028,291.04,FALSE,-0.216%,2.66972,0.92%,,
1169,288.53,289.77707,290.75,TRUE,0.000%,-1.24707,-0.43%,,
1170,291.27,289.2819,291.18,FALSE,-0.652%,1.9881,0.68%,,
1171,293.24,293.43405,296.27,TRUE,0.000%,-0.19405,-0.07%,,
1172,296.28,293.50974,295.93,FALSE,-0.818%,2.77026,0.94%,,
1173,295.95,294.47186,297.1,TRUE,0.000%,1.47814,0.50%,,
1174,298.88,296.02902,298.37,FALSE,-0.785%,2.85098,0.96%,,
1175,298.4,298.32196,299.68,TRUE,0.000%,0.07804,0.03%,,
1176,299.28,298.0756,298.69,FALSE,-0.206%,1.2044,0.40%,,
1177,297.97,298.56747,299.42,TRUE,0.000%,-0.59747,-0.20%,,
1178,299.99,298.3715,300.58,TRUE,0.000%,1.6185,0.54%,,
1179,299.01,298.44012,298.73,FALSE,-0.097%,0.56988,0.19%,,
1180,299.88,299.44937,300.91,TRUE,0.000%,0.43063,0.14%,,
1181,300.37,298.83676,299.74,FALSE,-0.301%,1.53324,0.51%,,
1182,301.6,300.55768,302.94,TRUE,0.000%,1.04232,0.34%,,
1183,303.3,301.43768,303,FALSE,-0.516%,1.86232,0.61%,,
1184,303.21,302.35217,303.43,TRUE,0.000%,0.85783,0.28%,,
1185,304.14,302.51352,304.13,FALSE,-0.532%,1.62648,0.53%,,
1186,303.33,302.96008,304.92,TRUE,0.000%,0.36992,0.12%,,
1187,306.14,304.8939,307.85,TRUE,0.000%,1.2461,0.40%,,
1188,307.37,305.268,307.59,TRUE,0.000%,2.102,0.68%,,
1189,307.03,305.37814,307.03,FALSE,-0.538%,1.65186,0.54%,,
1190,307.1,306.9407,308.57,TRUE,0.000%,0.1593,0.05%,,
1191,308.18,306.47208,307.8,FALSE,-0.431%,1.70792,0.55%,,
1192,308.94,306.57193,307.42,FALSE,-0.276%,2.36807,0.77%,,
1193,308.35,306.85443,308.75,TRUE,0.000%,1.49557,0.48%,,
1194,309,306.96286,307.91,FALSE,-0.308%,2.03714,0.66%,,
1195,309.1,307.4473,308.79,FALSE,-0.435%,1.6527,0.54%,,
1196,309.55,308.66293,311.02,TRUE,0.000%,0.88707,0.29%,,
1197,311.79,309.536,311.53,FALSE,-0.640%,2.254,0.72%,,
1198,312.02,310.99936,312.68,TRUE,0.000%,1.02064,0.33%,,
1199,311.93,310.57928,311.28,FALSE,-0.225%,1.35072,0.43%,,
1200,310.77,310.1012,310.89,TRUE,0.000%,0.6688,0.22%,,
1201,310.27,309.88287,311.09,TRUE,0.000%,0.38713,0.12%,,
1202,310.96,309.98666,311.98,TRUE,0.000%,0.97334,0.31%,,
1203,313.37,310.74103,313.41,TRUE,0.000%,2.62897,0.84%,,
1204,314.08,312.26666,314.61,TRUE,0.000%,1.81334,0.58%,,
1205,315.48,312.76407,314.86,FALSE,-0.666%,2.71593,0.86%,,
1206,314.31,313.57898,314.59,TRUE,0.000%,0.73102,0.23%,,
1207,311.64,310.2115,308.65,TRUE,0.000%,1.4285,0.46%,,
1208,309.55,310.35706,310.7,TRUE,0.000%,-0.80706,-0.26%,,
1209,311.46,310.1897,312.23,TRUE,0.000%,1.2703,0.41%,,
1210,312.02,311.217,314.12,TRUE,0.000%,0.803,0.26%,,
1211,314.87,311.3848,314.44,FALSE,-0.972%,3.4852,1.11%,,
1212,313.88,312.33722,313.82,FALSE,-0.472%,1.54278,0.49%,,
1213,313.53,312.34595,314.03,TRUE,0.000%,1.18405,0.38%,,
1214,314.42,312.75113,314.43,TRUE,0.000%,1.66887,0.53%,,
1215,317.13,314.42435,316.87,FALSE,-0.772%,2.70565,0.85%,,
1216,317.32,316.30936,319.22,TRUE,0.000%,1.01064,0.32%,,
1217,319.5,316.70084,319.92,TRUE,0.000%,2.79916,0.87%,,
1218,319.57,317.91898,320,TRUE,0.000%,1.65102,0.52%,,
1219,319.59,317.95496,319.8,TRUE,0.000%,1.63504,0.51%,,
1220,320.9,318.37308,320.46,FALSE,-0.651%,2.52692,0.79%,,
1221,320.73,319.48575,321.59,TRUE,0.000%,1.24425,0.39%,,
1222,321.22,319.07446,321.47,TRUE,0.000%,2.14554,0.67%,,
1223,321.23,319.23294,321.65,TRUE,0.000%,1.99706,0.62%,,
1224,322.94,320.3576,323.74,TRUE,0.000%,2.5824,0.80%,,
1225,322.86,320.7292,322.95,TRUE,0.000%,2.1308,0.66%,,
1226,321.08,319.73196,320.53,FALSE,-0.249%,1.34804,0.42%,,
1227,321.86,321.1516,323.54,TRUE,0.000%,0.7084,0.22%,,
1228,324.87,319.74356,321.16,FALSE,-0.441%,5.12644,1.60%,,
1229,322.41,320.59528,320.49,TRUE,0.000%,1.81472,0.57%,,
1230,323.64,320.85867,323.02,FALSE,-0.669%,2.78133,0.86%,,
1231,322.73,321.3215,322.94,TRUE,0.000%,1.4085,0.44%,,
1232,324.45,323.38382,326.16,TRUE,0.000%,1.06618,0.33%,,
1233,326.65,324.56348,327.2899,TRUE,0.000%,2.08652,0.64%,,
1234,325.71,324.7325,326.39,TRUE,0.000%,0.9775,0.30%,,
1235,327.95,325.48062,327.47,FALSE,-0.607%,2.46938,0.75%,,
1236,327.45,326.08115,327.35,FALSE,-0.388%,1.36885,0.42%,,
1237,328.19,327.49155,329.7,TRUE,0.000%,0.69845,0.21%,,
1238,330.92,328.39935,331.7,TRUE,0.000%,2.52065,0.76%,,
1239,331.95,328.92853,330.9,FALSE,-0.596%,3.02147,0.91%,,
1240,331.3,330.3124,332.24,TRUE,0.000%,0.9876,0.30%,,
1241,331.34,329.08118,330.63,FALSE,-0.468%,2.25882,0.68%,,
1242,331.72,330.9611,332.44,TRUE,0.000%,0.7589,0.23%,,
1243,328.77,325.12216,323.03,TRUE,0.000%,3.64784,1.13%,,
1244,323.5,325.34714,325.06,FALSE,-0.088%,-1.84714,-0.57%,,
